structure_id,temperature_K,distance_bin_A,count
gb_Sigma3_t2_Li_vac_c1_s1,900,3.625,0
gb_Sigma3_t2_Li_vac_c1_s2,500,1.625,507
gb_Sigma3_t2_Li_vac_c1_s2,500,1.875,130
gb_Sigma3_t2_Li_vac_c1_s2,500,2.125,48
gb_Sigma3_t2_Li_vac_c1_s2,500,2.375,7
gb_Sigma3_t2_Li_vac_c1_s2,500,2.625,2
gb_Sigma3_t2_Li_vac_c1_s2,500,2.875,0
gb_Sigma3_t2_Li_vac_c1_s2,600,1.625,835
gb_Sigma3_t2_Li_vac_c1_s2,600,1.875,282
gb_Sigma3_t2_Li_vac_c1_s2,600,2.125,94
gb_Sigma3_t2_Li_vac_c1_s2,600,2.375,25
gb_Sigma3_t2_Li_vac_c1_s2,600,2.625,7
gb_Sigma3_t2_Li_vac_c1_s2,600,2.875,1
gb_Sigma3_t2_Li_vac_c1_s2,600,3.125,1
gb_Sigma3_t2_Li_vac_c1_s2,600,3.375,0
gb_Sigma3_t2_Li_vac_c1_s2,700,1.625,1387
gb_Sigma3_t2_Li_vac_c1_s2,700,1.875,556
gb_Sigma3_t2_Li_vac_c1_s2,700,2.125,201
gb_Sigma3_t2_Li_vac_c1_s2,700,2.375,54
gb_Sigma3_t2_Li_vac_c1_s2,700,2.625,19
gb_Sigma3_t2_Li_vac_c1_s2,700,2.875,10
gb_Sigma3_t2_Li_vac_c1_s2,700,3.125,0
gb_Sigma3_t2_Li_vac_c1_s2,800,1.625,2139
gb_Sigma3_t2_Li_vac_c1_s2,800,1.875,926
gb_Sigma3_t2_Li_vac_c1_s2,800,2.125,392
gb_Sigma3_t2_Li_vac_c1_s2,800,2.375,134
gb_Sigma3_t2_Li_vac_c1_s2,800,2.625,48
gb_Sigma3_t2_Li_vac_c1_s2,800,2.875,17
gb_Sigma3_t2_Li_vac_c1_s2,800,3.125,6
gb_Sigma3_t2_Li_vac_c1_s2,800,3.375,1
gb_Sigma3_t2_Li_vac_c1_s2,800,3.625,0
gb_Sigma3_t2_Li_vac_c1_s2,900,1.625,2548
gb_Sigma3_t2_Li_vac_c1_s2,900,1.875,1297
gb_Sigma3_t2_Li_vac_c1_s2,900,2.125,546
gb_Sigma3_t2_Li_vac_c1_s2,900,2.375,235
gb_Sigma3_t2_Li_vac_c1_s2,900,2.625,81
gb_Sigma3_t2_Li_vac_c1_s2,900,2.875,34
gb_Sigma3_t2_Li_vac_c1_s2,900,3.125,12
gb_Sigma3_t2_Li_vac_c1_s2,900,3.375,4
gb_Sigma3_t2_Li_vac_c1_s2,900,3.625,1
gb_Sigma3_t2_Li_vac_c1_s2,900,3.875,0
gb_Sigma3_t2_Li_vac_c2_s1,500,1.625,682
gb_Sigma3_t2_Li_vac_c2_s1,500,1.875,231
gb_Sigma3_t2_Li_vac_c2_s1,500,2.125,109
gb_Sigma3_t2_Li_vac_c2_s1,500,2.375,31
gb_Sigma3_t2_Li_vac_c2_s1,500,2.625,10
gb_Sigma3_t2_Li_vac_c2_s1,500,2.875,6
gb_Sigma3_t2_Li_vac_c2_s1,500,3.125,1
gb_Sigma3_t2_Li_vac_c2_s1,500,3.375,2
gb_Sigma3_t2_Li_vac_c2_s1,500,3.625,1
gb_Sigma3_t2_Li_vac_c2_s1,500,3.875,0
gb_Sigma3_t2_Li_vac_c2_s1,600,1.625,1178
gb_Sigma3_t2_Li_vac_c2_s1,600,1.875,465
gb_Sigma3_t2_Li_vac_c2_s1,600,2.125,158
gb_Sigma3_t2_Li_vac_c2_s1,600,2.375,48
gb_Sigma3_t2_Li_vac_c2_s1,600,2.625,32
gb_Sigma3_t2_Li_vac_c2_s1,600,2.875,5
gb_Sigma3_t2_Li_vac_c2_s1,600,3.125,3
gb_Sigma3_t2_Li_vac_c2_s1,600,3.375,2
gb_Sigma3_t2_Li_vac_c2_s1,600,3.625,1
gb_Sigma3_t2_Li_vac_c2_s1,600,3.875,1
gb_Sigma3_t2_Li_vac_c2_s1,600,4.125,0
gb_Sigma3_t2_Li_vac_c2_s1,700,1.625,1664
gb_Sigma3_t2_Li_vac_c2_s1,700,1.875,725
gb_Sigma3_t2_Li_vac_c2_s1,700,2.125,286
gb_Sigma3_t2_Li_vac_c2_s1,700,2.375,115
gb_Sigma3_t2_Li_vac_c2_s1,700,2.625,31
gb_Sigma3_t2_Li_vac_c2_s1,700,2.875,11
gb_Sigma3_t2_Li_vac_c2_s1,700,3.125,4
gb_Sigma3_t2_Li_vac_c2_s1,700,3.375,1
gb_Sigma3_t2_Li_vac_c2_s1,700,3.625,1
gb_Sigma3_t2_Li_vac_c2_s1,700,3.875,0
gb_Sigma3_t2_Li_vac_c2_s1,800,1.625,2197
gb_Sigma3_t2_Li_vac_c2_s1,800,1.875,1064
gb_Sigma3_t2_Li_vac_c2_s1,800,2.125,486
gb_Sigma3_t2_Li_vac_c2_s1,800,2.375,179
gb_Sigma3_t2_Li_vac_c2_s1,800,2.625,68
gb_Sigma3_t2_Li_vac_c2_s1,800,2.875,19
gb_Sigma3_t2_Li_vac_c2_s1,800,3.125,11
gb_Sigma3_t2_Li_vac_c2_s1,800,3.375,3
gb_Sigma3_t2_Li_vac_c2_s1,800,3.625,1
gb_Sigma3_t2_Li_vac_c2_s1,800,3.875,2
gb_Sigma3_t2_Li_vac_c2_s1,800,4.125,1
gb_Sigma3_t2_Li_vac_c2_s1,800,4.375,0
gb_Sigma3_t2_Li_vac_c2_s1,900,1.625,2682
gb_Sigma3_t2_Li_vac_c2_s1,900,1.875,1415
gb_Sigma3_t2_Li_vac_c2_s1,900,2.125,688
gb_Sigma3_t2_Li_vac_c2_s1,900,2.375,281
gb_Sigma3_t2_Li_vac_c2_s1,900,2.625,129
gb_Sigma3_t2_Li_vac_c2_s1,900,2.875,44
gb_Sigma3_t2_Li_vac_c2_s1,900,3.125,15
gb_Sigma3_t2_Li_vac_c2_s1,900,3.375,5
gb_Sigma3_t2_Li_vac_c2_s1,900,3.625,1
gb_Sigma3_t2_Li_vac_c2_s1,900,3.875,2
gb_Sigma3_t2_Li_vac_c2_s1,900,4.125,0
gb_Sigma3_t2_Li_vac_c2_s2,500,1.625,654
gb_Sigma3_t2_Li_vac_c2_s2,500,1.875,250
gb_Sigma3_t2_Li_vac_c2_s2,500,2.125,79
gb_Sigma3_t2_Li_vac_c2_s2,500,2.375,31
gb_Sigma3_t2_Li_vac_c2_s2,500,2.625,11
gb_Sigma3_t2_Li_vac_c2_s2,500,2.875,5
gb_Sigma3_t2_Li_vac_c2_s2,500,3.125,4
gb_Sigma3_t2_Li_vac_c2_s2,500,3.375,3
gb_Sigma3_t2_Li_vac_c2_s2,500,3.625,0
gb_Sigma3_t2_Li_vac_c2_s2,500,3.875,0
gb_Sigma3_t2_Li_vac_c2_s2,500,4.125,0
gb_Sigma3_t2_Li_vac_c2_s2,500,4.375,1
gb_Sigma3_t2_Li_vac_c2_s2,500,4.625,0
gb_Sigma3_t2_Li_vac_c2_s2,600,1.625,1148
gb_Sigma3_t2_Li_vac_c2_s2,600,1.875,468
gb_Sigma3_t2_Li_vac_c2_s2,600,2.125,152
gb_Sigma3_t2_Li_vac_c2_s2,600,2.375,73
gb_Sigma3_t2_Li_vac_c2_s2,600,2.625,21
gb_Sigma3_t2_Li_vac_c2_s2,600,2.875,4
gb_Sigma3_t2_Li_vac_c2_s2,600,3.125,5
gb_Sigma3_t2_Li_vac_c2_s2,600,3.375,4
gb_Sigma3_t2_Li_vac_c2_s2,600,3.625,1
gb_Sigma3_t2_Li_vac_c2_s2,600,3.875,0
gb_Sigma3_t2_Li_vac_c2_s2,700,1.625,1623
gb_Sigma3_t2_Li_vac_c2_s2,700,1.875,671
gb_Sigma3_t2_Li_vac_c2_s2,700,2.125,271
gb_Sigma3_t2_Li_vac_c2_s2,700,2.375,94
gb_Sigma3_t2_Li_vac_c2_s2,700,2.625,42
gb_Sigma3_t2_Li_vac_c2_s2,700,2.875,10
gb_Sigma3_t2_Li_vac_c2_s2,700,3.125,6
gb_Sigma3_t2_Li_vac_c2_s2,700,3.375,3
gb_Sigma3_t2_Li_vac_c2_s2,700,3.625,0
gb_Sigma3_t2_Li_vac_c2_s2,800,1.625,2174
gb_Sigma3_t2_Li_vac_c2_s2,800,1.875,1014
gb_Sigma3_t2_Li_vac_c2_s2,800,2.125,447
gb_Sigma3_t2_Li_vac_c2_s2,800,2.375,189
gb_Sigma3_t2_Li_vac_c2_s2,800,2.625,74
gb_Sigma3_t2_Li_vac_c2_s2,800,2.875,28
gb_Sigma3_t2_Li_vac_c2_s2,800,3.125,11
gb_Sigma3_t2_Li_vac_c2_s2,800,3.375,2
gb_Sigma3_t2_Li_vac_c2_s2,800,3.625,3
gb_Sigma3_t2_Li_vac_c2_s2,800,3.875,0
gb_Sigma3_t2_Li_vac_c2_s2,900,1.625,2720
gb_Sigma3_t2_Li_vac_c2_s2,900,1.875,1438
gb_Sigma3_t2_Li_vac_c2_s2,900,2.125,644
gb_Sigma3_t2_Li_vac_c2_s2,900,2.375,267
gb_Sigma3_t2_Li_vac_c2_s2,900,2.625,127
gb_Sigma3_t2_Li_vac_c2_s2,900,2.875,41
gb_Sigma3_t2_Li_vac_c2_s2,900,3.125,14
gb_Sigma3_t2_Li_vac_c2_s2,900,3.375,6
gb_Sigma3_t2_Li_vac_c2_s2,900,3.625,7
gb_Sigma3_t2_Li_vac_c2_s2,900,3.875,3
gb_Sigma3_t2_Li_vac_c2_s2,900,4.125,0
gb_Sigma3_t3,500,1.625,451
gb_Sigma3_t3,500,1.875,133
gb_Sigma3_t3,500,2.125,31
gb_Sigma3_t3,500,2.375,5
gb_Sigma3_t3,500,2.625,1
gb_Sigma3_t3,500,2.875,1
gb_Sigma3_t3,500,3.125,0
gb_Sigma3_t3,600,1.625,799
gb_Sigma3_t3,600,1.875,288
gb_Sigma3_t3,600,2.125,85
gb_Sigma3_t3,600,2.375,24
gb_Sigma3_t3,600,2.625,5
gb_Sigma3_t3,600,2.875,1
gb_Sigma3_t3,600,3.125,1
gb_Sigma3_t3,600,3.375,0
gb_Sigma3_t3,700,1.625,1369
gb_Sigma3_t3,700,1.875,569
gb_Sigma3_t3,700,2.125,219
gb_Sigma3_t3,700,2.375,68
gb_Sigma3_t3,700,2.625,18
gb_Sigma3_t3,700,2.875,3
gb_Sigma3_t3,700,3.125,0
gb_Sigma3_t3,800,1.625,1888
gb_Sigma3_t3,800,1.875,865
gb_Sigma3_t3,800,2.125,312
gb_Sigma3_t3,800,2.375,110
gb_Sigma3_t3,800,2.625,34
gb_Sigma3_t3,800,2.875,13
gb_Sigma3_t3,800,3.125,1
gb_Sigma3_t3,800,3.375,0
gb_Sigma3_t3,900,1.625,2413
gb_Sigma3_t3,900,1.875,1186
gb_Sigma3_t3,900,2.125,526
gb_Sigma3_t3,900,2.375,197
gb_Sigma3_t3,900,2.625,64
gb_Sigma3_t3,900,2.875,31
gb_Sigma3_t3,900,3.125,9
gb_Sigma3_t3,900,3.375,4
gb_Sigma3_t3,900,3.625,0
gb_Sigma3_t3_Li_vac_c1_s1,500,1.625,432
gb_Sigma3_t3_Li_vac_c1_s1,500,1.875,129
gb_Sigma3_t3_Li_vac_c1_s1,500,2.125,33
gb_Sigma3_t3_Li_vac_c1_s1,500,2.375,1
gb_Sigma3_t3_Li_vac_c1_s1,500,2.625,0
gb_Sigma3_t3_Li_vac_c1_s1,600,1.625,836
gb_Sigma3_t3_Li_vac_c1_s1,600,1.875,257
gb_Sigma3_t3_Li_vac_c1_s1,600,2.125,92
gb_Sigma3_t3_Li_vac_c1_s1,600,2.375,14
gb_Sigma3_t3_Li_vac_c1_s1,600,2.625,4
gb_Sigma3_t3_Li_vac_c1_s1,600,2.875,2
gb_Sigma3_t3_Li_vac_c1_s1,600,3.125,0
gb_Sigma3_t3_Li_vac_c1_s1,700,1.625,1342
gb_Sigma3_t3_Li_vac_c1_s1,700,1.875,554
gb_Sigma3_t3_Li_vac_c1_s1,700,2.125,198
gb_Sigma3_t3_Li_vac_c1_s1,700,2.375,49
gb_Sigma3_t3_Li_vac_c1_s1,700,2.625,16
gb_Sigma3_t3_Li_vac_c1_s1,700,2.875,3
gb_Sigma3_t3_Li_vac_c1_s1,700,3.125,1
gb_Sigma3_t3_Li_vac_c1_s1,700,3.375,0
gb_Sigma3_t3_Li_vac_c1_s1,800,1.625,1871
gb_Sigma3_t3_Li_vac_c1_s1,800,1.875,830
gb_Sigma3_t3_Li_vac_c1_s1,800,2.125,343
gb_Sigma3_t3_Li_vac_c1_s1,800,2.375,128
gb_Sigma3_t3_Li_vac_c1_s1,800,2.625,30
gb_Sigma3_t3_Li_vac_c1_s1,800,2.875,13
gb_Sigma3_t3_Li_vac_c1_s1,800,3.125,6
gb_Sigma3_t3_Li_vac_c1_s1,800,3.375,0
gb_Sigma3_t3_Li_vac_c1_s1,900,1.625,2494
gb_Sigma3_t3_Li_vac_c1_s1,900,1.875,1107
gb_Sigma3_t3_Li_vac_c1_s1,900,2.125,552
gb_Sigma3_t3_Li_vac_c1_s1,900,2.375,215
gb_Sigma3_t3_Li_vac_c1_s1,900,2.625,90
gb_Sigma3_t3_Li_vac_c1_s1,900,2.875,25
gb_Sigma3_t3_Li_vac_c1_s1,900,3.125,10
gb_Sigma3_t3_Li_vac_c1_s1,900,3.375,2
gb_Sigma3_t3_Li_vac_c1_s1,900,3.625,1
gb_Sigma3_t3_Li_vac_c1_s1,900,3.875,0
gb_Sigma3_t3_Li_vac_c1_s1,900,4.125,0
gb_Sigma3_t3_Li_vac_c1_s1,900,4.375,1
gb_Sigma3_t3_Li_vac_c1_s1,900,4.625,0
gb_Sigma3_t3_Li_vac_c1_s2,500,1.625,692
gb_Sigma3_t3_Li_vac_c1_s2,500,1.875,272
gb_Sigma3_t3_Li_vac_c1_s2,500,2.125,87
gb_Sigma3_t3_Li_vac_c1_s2,500,2.375,45
gb_Sigma3_t3_Li_vac_c1_s2,500,2.625,19
gb_Sigma3_t3_Li_vac_c1_s2,500,2.875,10
gb_Sigma3_t3_Li_vac_c1_s2,500,3.125,3
gb_Sigma3_t3_Li_vac_c1_s2,500,3.375,1
gb_Sigma3_t3_Li_vac_c1_s2,500,3.625,1
gb_Sigma3_t3_Li_vac_c1_s2,500,3.875,1
gb_Sigma3_t3_Li_vac_c1_s2,500,4.125,0
gb_Sigma3_t3_Li_vac_c1_s2,600,1.625,1220
gb_Sigma3_t3_Li_vac_c1_s2,600,1.875,480
gb_Sigma3_t3_Li_vac_c1_s2,600,2.125,195
gb_Sigma3_t3_Li_vac_c1_s2,600,2.375,69
gb_Sigma3_t3_Li_vac_c1_s2,600,2.625,25
gb_Sigma3_t3_Li_vac_c1_s2,600,2.875,16
gb_Sigma3_t3_Li_vac_c1_s2,600,3.125,12
gb_Sigma3_t3_Li_vac_c1_s2,600,3.375,4
gb_Sigma3_t3_Li_vac_c1_s2,600,3.625,1
gb_Sigma3_t3_Li_vac_c1_s2,600,3.875,1
gb_Sigma3_t3_Li_vac_c1_s2,600,4.125,1
gb_Sigma3_t3_Li_vac_c1_s2,600,4.375,1
gb_Sigma3_t3_Li_vac_c1_s2,600,4.625,0
gb_Sigma3_t3_Li_vac_c1_s2,700,1.625,1592
gb_Sigma3_t3_Li_vac_c1_s2,700,1.875,666
gb_Sigma3_t3_Li_vac_c1_s2,700,2.125,319
gb_Sigma3_t3_Li_vac_c1_s2,700,2.375,130
gb_Sigma3_t3_Li_vac_c1_s2,700,2.625,49
gb_Sigma3_t3_Li_vac_c1_s2,700,2.875,25
gb_Sigma3_t3_Li_vac_c1_s2,700,3.125,12
gb_Sigma3_t3_Li_vac_c1_s2,700,3.375,6
gb_Sigma3_t3_Li_vac_c1_s2,700,3.625,1
gb_Sigma3_t3_Li_vac_c1_s2,700,3.875,2
gb_Sigma3_t3_Li_vac_c1_s2,700,4.125,0
gb_Sigma3_t3_Li_vac_c1_s2,800,1.625,2127
gb_Sigma3_t3_Li_vac_c1_s2,800,1.875,1003
gb_Sigma3_t3_Li_vac_c1_s2,800,2.125,415
gb_Sigma3_t3_Li_vac_c1_s2,800,2.375,182
gb_Sigma3_t3_Li_vac_c1_s2,800,2.625,82
gb_Sigma3_t3_Li_vac_c1_s2,800,2.875,36
gb_Sigma3_t3_Li_vac_c1_s2,800,3.125,17
gb_Sigma3_t3_Li_vac_c1_s2,800,3.375,5
gb_Sigma3_t3_Li_vac_c1_s2,800,3.625,5
gb_Sigma3_t3_Li_vac_c1_s2,800,3.875,3
gb_Sigma3_t3_Li_vac_c1_s2,800,4.125,0
gb_Sigma3_t3_Li_vac_c1_s2,900,1.625,2679
gb_Sigma3_t3_Li_vac_c1_s2,900,1.875,1394
gb_Sigma3_t3_Li_vac_c1_s2,900,2.125,663
gb_Sigma3_t3_Li_vac_c1_s2,900,2.375,271
gb_Sigma3_t3_Li_vac_c1_s2,900,2.625,123
gb_Sigma3_t3_Li_vac_c1_s2,900,2.875,40
gb_Sigma3_t3_Li_vac_c1_s2,900,3.125,21
gb_Sigma3_t3_Li_vac_c1_s2,900,3.375,7
gb_Sigma3_t3_Li_vac_c1_s2,900,3.625,4
gb_Sigma3_t3_Li_vac_c1_s2,900,3.875,2
gb_Sigma3_t3_Li_vac_c1_s2,900,4.125,2
gb_Sigma3_t3_Li_vac_c1_s2,900,4.375,1
gb_Sigma3_t3_Li_vac_c1_s2,900,4.625,0
gb_Sigma3_t3_Li_vac_c2_s1,500,1.625,670
gb_Sigma3_t3_Li_vac_c2_s1,500,1.875,248
gb_Sigma3_t3_Li_vac_c2_s1,500,2.125,78
gb_Sigma3_t3_Li_vac_c2_s1,500,2.375,35
gb_Sigma3_t3_Li_vac_c2_s1,500,2.625,18
gb_Sigma3_t3_Li_vac_c2_s1,500,2.875,9
gb_Sigma3_t3_Li_vac_c2_s1,500,3.125,10
gb_Sigma3_t3_Li_vac_c2_s1,500,3.375,5
gb_Sigma3_t3_Li_vac_c2_s1,500,3.625,1
gb_Sigma3_t3_Li_vac_c2_s1,500,3.875,1
gb_Sigma3_t3_Li_vac_c2_s1,500,4.125,1
gb_Sigma3_t3_Li_vac_c2_s1,500,4.375,0
gb_Sigma3_t3_Li_vac_c2_s1,600,1.625,1127
gb_Sigma3_t3_Li_vac_c2_s1,600,1.875,470
gb_Sigma3_t3_Li_vac_c2_s1,600,2.125,198
gb_Sigma3_t3_Li_vac_c2_s1,600,2.375,56
gb_Sigma3_t3_Li_vac_c2_s1,600,2.625,29
gb_Sigma3_t3_Li_vac_c2_s1,600,2.875,13
gb_Sigma3_t3_Li_vac_c2_s1,600,3.125,10
gb_Sigma3_t3_Li_vac_c2_s1,600,3.375,5
gb_Sigma3_t3_Li_vac_c2_s1,600,3.625,1
gb_Sigma3_t3_Li_vac_c2_s1,600,3.875,2
gb_Sigma3_t3_Li_vac_c2_s1,600,4.125,0
gb_Sigma3_t3_Li_vac_c2_s1,700,1.625,1652
gb_Sigma3_t3_Li_vac_c2_s1,700,1.875,771
gb_Sigma3_t3_Li_vac_c2_s1,700,2.125,309
gb_Sigma3_t3_Li_vac_c2_s1,700,2.375,133
gb_Sigma3_t3_Li_vac_c2_s1,700,2.625,50
gb_Sigma3_t3_Li_vac_c2_s1,700,2.875,22
gb_Sigma3_t3_Li_vac_c2_s1,700,3.125,6
gb_Sigma3_t3_Li_vac_c2_s1,700,3.375,9
gb_Sigma3_t3_Li_vac_c2_s1,700,3.625,3
gb_Sigma3_t3_Li_vac_c2_s1,700,3.875,2
gb_Sigma3_t3_Li_vac_c2_s1,700,4.125,0
gb_Sigma3_t3_Li_vac_c2_s1,800,1.625,2269
gb_Sigma3_t3_Li_vac_c2_s1,800,1.875,1087
gb_Sigma3_t3_Li_vac_c2_s1,800,2.125,486
gb_Sigma3_t3_Li_vac_c2_s1,800,2.375,216
gb_Sigma3_t3_Li_vac_c2_s1,800,2.625,81
gb_Sigma3_t3_Li_vac_c2_s1,800,2.875,34
gb_Sigma3_t3_Li_vac_c2_s1,800,3.125,10
gb_Sigma3_t3_Li_vac_c2_s1,800,3.375,7
gb_Sigma3_t3_Li_vac_c2_s1,800,3.625,3
gb_Sigma3_t3_Li_vac_c2_s1,800,3.875,2
gb_Sigma3_t3_Li_vac_c2_s1,800,4.125,1
gb_Sigma3_t3_Li_vac_c2_s1,800,4.375,0
gb_Sigma3_t3_Li_vac_c2_s1,900,1.625,2739
gb_Sigma3_t3_Li_vac_c2_s1,900,1.875,1458
gb_Sigma3_t3_Li_vac_c2_s1,900,2.125,693
gb_Sigma3_t3_Li_vac_c2_s1,900,2.375,284
gb_Sigma3_t3_Li_vac_c2_s1,900,2.625,106
gb_Sigma3_t3_Li_vac_c2_s1,900,2.875,58
gb_Sigma3_t3_Li_vac_c2_s1,900,3.125,22
gb_Sigma3_t3_Li_vac_c2_s1,900,3.375,13
gb_Sigma3_t3_Li_vac_c2_s1,900,3.625,3
gb_Sigma3_t3_Li_vac_c2_s1,900,3.875,1
gb_Sigma3_t3_Li_vac_c2_s1,900,4.125,3
gb_Sigma3_t3_Li_vac_c2_s1,900,4.375,1
gb_Sigma3_t3_Li_vac_c2_s1,900,4.625,0
gb_Sigma3_t3_Li_vac_c2_s2,500,1.625,418
gb_Sigma3_t3_Li_vac_c2_s2,500,1.875,114
gb_Sigma3_t3_Li_vac_c2_s2,500,2.125,28
gb_Sigma3_t3_Li_vac_c2_s2,500,2.375,7
gb_Sigma3_t3_Li_vac_c2_s2,500,2.625,2
gb_Sigma3_t3_Li_vac_c2_s2,500,2.875,0
gb_Sigma3_t3_Li_vac_c2_s2,600,1.625,787
gb_Sigma3_t3_Li_vac_c2_s2,600,1.875,268
gb_Sigma3_t3_Li_vac_c2_s2,600,2.125,73
gb_Sigma3_t3_Li_vac_c2_s2,600,2.375,22
gb_Sigma3_t3_Li_vac_c2_s2,600,2.625,1
gb_Sigma3_t3_Li_vac_c2_s2,600,2.875,0
gb_Sigma3_t3_Li_vac_c2_s2,700,1.625,1307
gb_Sigma3_t3_Li_vac_c2_s2,700,1.875,521
gb_Sigma3_t3_Li_vac_c2_s2,700,2.125,182
gb_Sigma3_t3_Li_vac_c2_s2,700,2.375,58
gb_Sigma3_t3_Li_vac_c2_s2,700,2.625,8
gb_Sigma3_t3_Li_vac_c2_s2,700,2.875,7
gb_Sigma3_t3_Li_vac_c2_s2,700,3.125,1
gb_Sigma3_t3_Li_vac_c2_s2,700,3.375,0
gb_Sigma3_t3_Li_vac_c2_s2,800,1.625,1871
gb_Sigma3_t3_Li_vac_c2_s2,800,1.875,866
gb_Sigma3_t3_Li_vac_c2_s2,800,2.125,316
gb_Sigma3_t3_Li_vac_c2_s2,800,2.375,161
gb_Sigma3_t3_Li_vac_c2_s2,800,2.625,40
gb_Sigma3_t3_Li_vac_c2_s2,800,2.875,15
gb_Sigma3_t3_Li_vac_c2_s2,800,3.125,3
gb_Sigma3_t3_Li_vac_c2_s2,800,3.375,1
gb_Sigma3_t3_Li_vac_c2_s2,800,3.625,0
gb_Sigma3_t3_Li_vac_c2_s2,900,1.625,2487
gb_Sigma3_t3_Li_vac_c2_s2,900,1.875,1207
gb_Sigma3_t3_Li_vac_c2_s2,900,2.125,548
gb_Sigma3_t3_Li_vac_c2_s2,900,2.375,210
gb_Sigma3_t3_Li_vac_c2_s2,900,2.625,77
gb_Sigma3_t3_Li_vac_c2_s2,900,2.875,27
gb_Sigma3_t3_Li_vac_c2_s2,900,3.125,3
gb_Sigma3_t3_Li_vac_c2_s2,900,3.375,1
gb_Sigma3_t3_Li_vac_c2_s2,900,3.625,0
