time_ps,msd_A2
0.0,0.0
0.1,0.4837022929082181
0.2,0.9826871225139582
0.3,1.2887169694175191
0.4,1.5519147389819097
0.5,2.031838937267296
0.6,2.2417367902061565
0.7,2.681999815111362
0.8,2.9907170932339
0.9,3.310299094187548
1.0,3.5871442871003234
1.1,3.958965227525271
1.2,4.301721464248199
1.3,4.771609287971272
1.4,5.109736681233496
1.5,5.159202901348013
1.6,5.074086903494531
1.7,5.500851662835554
1.8,5.672170434193691
1.9,5.883514780821496
2.0,6.188790729280667
2.1,6.471770923350529
2.2,6.860104269506234
2.3,7.140245559875654
2.4,7.522854611526839
2.5,7.612870362834428
2.6,7.781299256748787
2.7,7.892950654946649
2.8,8.07675848763479
2.9,8.294922191041877
3.0,8.230571717691488
3.1,8.510733470490978
3.2,8.830696529396567
3.3,8.803131408217926
3.4,8.985419856714973
3.5,9.326350459334456
3.6,9.366371952958188
3.7,9.429368617055056
3.8,9.542481869499015
3.9,9.843142252476872
4.0,10.197101650682294
4.1,10.33087478161318
4.2,10.760107724604088
4.3,10.907137946625202
4.4,11.2221355905548
4.5,11.11238907562094
4.6,11.334534388791262
4.7,11.415172248464858
4.8,11.893411872209583
4.9,11.872993015733227
5.0,11.711808074751977
5.1,11.803841356904336
5.2,11.67165630942393
5.3,11.998595962506288
5.4,12.304629633018646
5.5,12.426933580241457
5.6,12.448774762866517
5.7,12.568590666220436
5.8,12.149231539754304
5.9,12.305254118373025
6.0,12.549999594682369
6.1,12.766402104886048
6.2,12.441347314627896
6.3,12.62951838028341
6.4,13.054745335424624
6.5,13.468129413829097
6.6,13.396614348693468
6.7,13.146472855969211
6.8,13.500471088267652
6.9,13.618622855082863
7.0,13.850371772972633
7.1,13.981464212845909
7.2,14.40165603283324
7.3,14.46250740309994
7.4,14.61744480000029
7.5,14.636138117145896
7.6,14.378021502716864
7.7,14.486294735673008
7.8,14.684175722045955
7.9,14.962134032652727
8.0,14.86907180659298
8.1,15.154028849063252
8.2,15.690661894519552
8.3,15.753772311940944
8.4,15.567052275323022
8.5,15.535396862990028
8.6,16.0348788531802
8.7,16.46834505354973
8.8,16.32682795456733
8.9,16.575604637052763
9.0,16.53398832971901
9.1,16.601188284094622
9.2,17.004364297495247
9.3,17.240890552926025
9.4,17.338589128756116
9.5,17.611619094290816
9.6,17.70189241091063
9.7,17.283283885653663
9.8,17.382049423967494
9.9,17.59992325451916
10.0,17.565146981858366
10.1,17.523654142021215
10.2,17.58573626294394
10.3,17.54929699198345
10.4,17.672614240358044
10.5,17.84615896601219
10.6,18.40846163172175
10.7,19.114863027595547
10.8,19.443382722696143
10.9,19.19790665821304
11.0,19.465963834924857
11.1,19.20093424615164
11.2,19.338213766607076
11.3,19.196827983033863
11.4,19.35688236438211
11.5,19.740921227481586
11.6,19.6957657319099
11.7,19.92242106738041
11.8,20.09022913390638
11.9,20.115102213485585
12.0,20.163057556820725
12.1,20.21166851856361
12.2,20.325802263275232
12.3,20.41027472435712
12.4,20.588895523743357
12.5,20.512775938131384
12.6,20.36400415877093
12.7,20.694713386423928
12.8,20.60752688277961
12.9,20.325375522066206
13.0,21.249204677297463
13.1,21.352171467331868
13.2,21.066441843004142
13.3,21.18261864141752
13.4,21.71938444676007
13.5,21.883781247884016
13.6,21.344390274553128
13.7,21.18463636246869
13.8,21.1579638007318
13.9,21.414629361910546
14.0,21.236820336447327
14.1,21.474109319319684
14.2,21.559613108090037
14.3,21.827913038028026
14.4,21.89859145321884
14.5,21.913602783017197
14.6,21.809347602985213
14.7,21.79989331321279
14.8,21.89995807333448
14.9,22.187681885708
15.0,22.505727039812005
15.1,23.077494808889004
15.2,22.69825657817174
15.3,22.8322371727246
15.4,23.17405855767403
15.5,22.95137659281277
15.6,22.88755099170597
15.7,23.15119056324489
15.8,23.470434754481253
15.9,23.69838536897261
16.0,23.63100931338946
16.1,23.563573036741307
16.2,23.479478968851254
16.3,23.48490868082133
16.4,24.29634364091412
16.5,23.974327791710103
16.6,24.68855105899528
16.7,25.01041049801692
16.8,24.99574354002109
16.9,25.11623245686424
17.0,24.816310826924557
17.1,24.92949571956892
17.2,24.85282219528805
17.3,24.932569254264425
17.4,25.052837466666283
17.5,25.10733674586977
17.6,24.797408369161666
17.7,24.69460283807508
17.8,24.8044501783192
17.9,25.122566278234487
18.0,25.33049335003845
18.1,25.512360727755656
18.2,25.4087593266722
18.3,25.743682734365425
18.4,25.97127393986004
18.5,25.815004869659955
18.6,25.79543751864386
18.7,25.83893304985516
18.8,25.81823931917888
18.9,26.00950508225244
19.0,26.04034000296813
19.1,26.372315605015515
19.2,26.799921974785164
19.3,26.67535104148001
19.4,27.110156465912507
19.5,27.15367587684781
19.6,26.81334307825332
19.7,26.840943462861915
19.8,26.88868803040416
20.0,26.898517446753477
