time_ps,msd_A2
0.0,0.0
0.1,0.2733924438406464
0.2,0.5282334475382746
0.3,0.7014987148852836
0.4,0.8650216022846743
0.5,1.0113545460396736
0.6,1.1625263794246832
0.7,1.3396447255929655
0.8,1.3837376098858465
0.9,1.4566129990733665
1.0,1.5564366485590102
1.1,1.8698835952312065
1.2,2.053052075290948
1.3,2.282819578143588
1.4,2.4615877440045986
1.5,2.3594483789154497
1.6,2.6197143695586287
1.7,2.848595984973913
1.8,2.906831853609093
1.9,2.9961978836440437
2.0,3.2274960322354067
2.1,3.323060883757235
2.2,3.5786351761146284
2.3,3.8196337111651206
2.4,4.141979850974322
2.5,4.231378486446315
2.6,4.448234274750837
2.7,4.399521366491505
2.8,4.535945053378945
2.9,4.667494693937213
3.0,4.948972286285635
3.1,5.387844048908222
3.2,5.56490965325829
3.3,5.540654363725787
3.4,5.525355963271725
3.5,5.732193083357557
3.6,6.217575936309244
3.7,6.580594476586481
3.8,6.775140946910229
3.9,6.987411298319022
4.0,6.881930077673812
4.1,6.813801948135261
4.2,6.97580984811832
4.3,7.194566759724461
4.4,7.177422273932929
4.5,7.464823262022831
4.6,7.519705170018222
4.7,7.579713027131818
4.8,7.783189545709008
4.9,8.070976852227217
5.0,8.498789676999092
5.1,8.745902909876786
5.2,8.954574859680072
5.3,9.250921678512354
5.4,9.315258724507943
5.5,9.520990375562436
5.6,9.76666513581158
5.7,10.280501492910568
5.8,10.073674257879372
5.9,10.48966127940577
6.0,10.439709103466784
6.1,10.583839287279725
6.2,10.812165102956143
6.3,10.886496405742474
6.4,11.043221988351966
6.5,11.063241924277149
6.6,11.016632561758623
6.7,11.339288422511132
6.8,11.303058782361743
6.9,11.453475735215012
7.0,11.452275679838923
7.1,11.757135256810592
7.2,11.71290931934514
7.3,11.77927124750113
7.4,12.243613432868846
7.5,12.189783472538004
7.6,12.47158230402884
7.7,12.784015012450864
7.8,12.903783479408306
7.9,13.331426789248717
8.0,13.415571760952014
8.1,13.728265051453135
8.2,13.847450964056405
8.3,13.714138828179264
8.4,13.655990652601163
8.5,13.784618557248292
8.6,13.70753248139862
8.7,14.2350749489207
8.8,14.421841500091643
8.9,14.397812316612734
9.0,14.44315479954483
9.1,14.436192205148531
9.2,14.59849434319525
9.3,14.885087569036466
9.4,15.097273936034226
9.5,15.263805516603997
9.6,15.407322933318316
9.7,15.483151724809856
9.8,15.855845480424756
9.9,16.17791894669785
10.0,16.01312273818432
10.1,16.249656951835924
10.2,16.086455365703078
10.3,16.456218766507625
10.4,16.538137315552333
10.5,16.50599893331903
10.6,16.074070417774497
10.7,16.263455868916434
10.8,16.58872234187781
10.9,16.701636308959106
11.0,16.841526477468168
11.1,16.96836693868157
11.2,17.105399414078427
11.3,17.481437448628462
11.4,17.472020165593
11.5,17.64950224822917
11.6,17.570964024236762
11.7,17.475768206721423
11.8,17.35198822362091
11.9,17.457359580504075
12.0,17.7441597740893
12.1,17.72843789572381
12.2,17.715497904619586
12.3,18.047898806066726
12.4,18.168596679002725
12.5,18.430318324111067
12.6,18.448599908292245
12.7,18.24540080723417
12.8,18.58635984607216
12.9,19.19601975311134
13.0,19.24426916615488
13.1,19.442767095300724
13.2,19.42911320925081
13.3,19.80942311956047
13.4,20.249158877090625
13.5,20.18379234621562
13.6,20.185288421158297
13.7,20.39448618253535
13.8,20.531195479071343
13.9,20.685165984909982
14.0,21.087679400017656
14.1,21.406595112204045
14.2,21.49631121772471
14.3,21.464775414467205
14.4,21.194471528041564
14.5,21.20633171793946
14.6,21.12956714801473
14.7,21.16012515137253
14.8,21.214802214728135
14.9,21.391078820769557
15.0,21.99968709299628
15.1,22.18954221227701
15.2,22.31534432020111
15.3,22.541661312762727
15.4,22.727419392411345
15.5,22.426713398911367
15.6,22.4426482677294
15.7,22.456539840474896
15.8,22.406095259265754
15.9,22.58911824187475
16.0,22.35576891317192
16.1,22.889145107991748
16.2,23.19523805934616
16.3,23.10756735800248
16.4,23.44130939313382
16.5,23.51286411491608
16.6,23.695254152884672
16.7,23.37658994285439
16.8,23.5968967384123
16.9,23.25556366668504
17.0,23.37954195120298
17.1,23.887835438542808
17.2,23.689111371991093
17.3,24.154459137678376
17.4,24.162849130707635
17.5,24.088618173680903
17.6,24.36057119013115
17.7,24.28539924923724
17.8,24.516615930087625
17.9,24.559723870731343
18.0,24.56926832761484
18.1,24.55555943486262
18.2,24.55757966373578
18.3,24.59015291713656
18.4,24.341405338574063
18.5,24.780514313940888
18.6,25.365367026760136
18.7,25.07705359210476
18.8,25.243173543045103
18.9,24.88638123745448
19.0,25.12085483098611
19.1,25.511278834838127
19.2,25.47576947215155
19.3,25.377304421754648
19.4,25.131541321023867
19.5,25.127072386351724
19.6,24.80934195924308
19.7,24.807811451518862
19.8,25.18767128411816
20.0,25.52172441215894
