r_A,g_r
0.025,0.0
0.075,0.0
0.125,0.0
0.175,0.0
0.225,0.0
0.275,0.0
0.325,0.0
0.375,0.0
0.425,0.0
0.475,0.0
0.525,0.0
0.575,0.0
0.625,0.0
0.675,0.0
0.725,0.0
0.775,0.0
0.825,0.0
0.875,0.0
0.925,0.0
0.975,0.0
1.025,0.0
1.075,0.0
1.125,0.0
1.175,0.0
1.225,0.0
1.275,0.0
1.325,0.0
1.375,0.0
1.425,0.0
1.475,0.0
1.525,0.0
1.575,0.0
1.625,0.0
1.675,0.0
1.725,0.0
1.775,0.0
1.825,0.0
1.875,0.0
1.925,0.0
1.975,0.0
2.025,5.04892
2.075,51.582535
2.125,4.58493
2.175,6.365906
2.225,6.083025
2.275,3.272956
2.325,1.392757
2.375,0.0
2.425,0.0
2.475,0.0
2.525,0.0
2.575,0.0
2.625,0.0
2.675,0.0
2.725,0.0
2.775,0.0
2.825,0.0
2.875,0.0
2.925,0.439993
2.975,0.425328
3.025,0.411384
3.075,0.199057
3.125,0.0
3.175,0.0
3.225,0.0
3.275,0.0
3.325,0.0
3.375,0.0
3.425,0.0
3.475,0.0
3.525,0.0
3.575,0.0
3.625,0.0
3.675,0.0
3.725,0.0
3.775,0.0
3.825,0.0
3.875,0.125351
3.925,0.122178
3.975,0.476495
4.025,0.348547
4.075,0.453396
4.125,0.774324
4.175,0.647904
4.225,0.31633
4.275,0.411965
4.325,0.201248
4.375,0.295011
4.425,1.345782
4.475,3.665658
4.525,5.147832
4.575,2.068327
4.625,0.26398
4.675,0.086121
4.725,0.084308
4.775,0.0
4.825,0.08085
4.875,0.0
4.925,0.0776
4.975,0.228144
5.025,0.074542
5.075,0.073081
5.125,0.071662
5.175,0.140567
5.225,0.413669
5.275,0.541153
5.325,0.199139
5.375,0.521204
5.425,0.511641
5.475,0.502339
5.525,0.493288
5.575,1.635118
5.625,2.914916
5.675,4.734001
5.725,3.56054
5.775,3.724904
5.825,4.215965
5.875,2.399453
5.925,1.018714
5.975,0.738121
6.025,0.933327
6.075,0.867025
6.125,0.802755
6.175,0.444267
6.225,0.194293
6.275,0.143407
6.325,0.047049
6.375,0.138943
6.425,0.091193
6.475,0.08979
6.525,0.176838
6.575,0.174158
6.625,0.128655
6.675,0.211224
6.725,0.166476
6.775,0.123021
6.825,0.121225
6.875,0.039823
6.925,0.156999
6.975,0.154756
7.025,0.228841
7.075,0.413634
7.125,0.704466
7.175,0.65812
7.225,0.6851
7.275,0.497896
7.325,1.087483
7.375,0.865152
7.425,1.843644
7.475,2.627535
7.525,3.124576
7.575,3.706717
7.625,2.946036
7.675,2.779962
7.725,2.20789
7.775,1.837078
7.825,1.16813
7.875,0.849833
7.925,0.749235
7.975,0.710275
