r_A,g_r
0.025,0.0
0.075,0.0
0.125,0.0
0.175,0.0
0.225,0.0
0.275,0.0
0.325,0.0
0.375,0.0
0.425,0.0
0.475,0.0
0.525,0.0
0.575,0.0
0.625,0.0
0.675,0.0
0.725,0.0
0.775,0.0
0.825,0.0
0.875,0.0
0.925,0.0
0.975,0.0
1.025,0.0
1.075,0.0
1.125,0.0
1.175,0.0
1.225,0.0
1.275,0.0
1.325,0.0
1.375,0.0
1.425,0.0
1.475,0.0
1.525,0.0
1.575,0.0
1.625,0.0
1.675,0.0
1.725,0.0
1.775,0.0
1.825,0.0
1.875,0.0
1.925,0.0
1.975,0.0
2.025,0.0
2.075,0.0
2.125,0.932714
2.175,0.0
2.225,0.0
2.275,0.0
2.325,0.0
2.375,1.120043
2.425,0.0
2.475,0.0
2.525,0.0
2.575,0.0
2.625,0.611244
2.675,0.0
2.725,0.0
2.775,0.0
2.825,0.0
2.875,0.0
2.925,0.0
2.975,0.0
3.025,0.0
3.075,0.0
3.125,0.0
3.175,0.0
3.225,0.0
3.275,14.038851
3.325,0.0
3.375,0.0
3.425,0.0
3.475,0.0
3.525,0.0
3.575,0.0
3.625,0.0
3.675,0.0
3.725,0.0
3.775,0.29556
3.825,0.0
3.875,0.0
3.925,0.0
3.975,7.930372
4.025,0.0
4.075,0.253645
4.125,0.123767
4.175,0.0
4.225,0.0
4.275,0.460935
4.325,0.225169
4.375,0.0
4.425,0.215107
4.475,0.0
4.525,0.0
4.575,0.0
4.625,0.196906
4.675,1.722405
4.725,0.0
4.775,0.0
4.825,0.0
4.875,0.0
4.925,0.0
4.975,0.0
5.025,0.166806
5.075,0.0
5.125,0.32072
5.175,4.678961
5.225,0.15428
5.275,0.0
5.325,0.14854
5.375,0.291579
5.425,0.0
5.475,0.281025
5.525,0.0
5.575,0.135517
5.625,0.790392
5.675,0.39235
5.725,0.257018
5.775,0.126293
5.825,0.0
5.875,0.0
5.925,0.0
5.975,0.11798
6.025,0.0
6.075,0.0
6.125,0.0
6.175,0.0
6.225,0.0
6.275,0.0
6.325,12.528821
6.375,0.0
6.425,0.102032
6.475,0.0
6.525,0.0
6.575,0.0
6.625,0.0
6.675,0.189065
6.725,0.093132
6.775,0.229407
6.825,0.0
6.875,0.267338
6.925,0.0
6.975,0.086576
7.025,0.128022
7.075,0.0
7.125,0.0
7.175,0.081817
7.225,0.161376
7.275,6.550654
7.325,0.2355
7.375,0.0
7.425,0.381999
7.475,0.0
7.525,0.074383
7.575,0.146808
7.625,0.108667
7.675,0.035752
7.725,0.141162
7.775,0.0
7.825,0.137577
7.875,0.339589
7.925,0.0
7.975,3.679642
