r_A,g_r
0.025,0.0
0.075,0.0
0.125,0.0
0.175,0.0
0.225,0.0
0.275,0.0
0.325,0.0
0.375,0.0
0.425,0.0
0.475,0.0
0.525,0.0
0.575,0.0
0.625,0.0
0.675,0.0
0.725,0.0
0.775,0.0
0.825,0.0
0.875,0.0
0.925,0.0
0.975,0.0
1.025,0.0
1.075,0.0
1.125,0.0
1.175,0.0
1.225,0.0
1.275,0.0
1.325,0.0
1.375,0.0
1.425,0.0
1.475,0.0
1.525,0.0
1.575,0.0
1.625,0.0
1.675,0.0
1.725,0.0
1.775,0.0
1.825,0.0
1.875,0.0
1.925,0.0
1.975,0.0
2.025,0.0
2.075,0.0
2.125,0.0
2.175,0.0
2.225,0.0
2.275,0.0
2.325,0.0
2.375,0.0
2.425,0.0
2.475,0.0
2.525,0.0
2.575,0.079401
2.625,0.114608
2.675,0.331092
2.725,0.602657
2.775,0.752058
2.825,0.989554
2.875,0.541413
2.925,0.246147
2.975,0.327171
3.025,0.460284
3.075,0.946555
3.125,0.997376
3.175,0.809528
3.225,0.632759
3.275,0.687216
3.325,1.166732
3.375,1.039977
3.425,0.673223
3.475,0.697589
3.525,0.508455
3.575,0.638512
3.625,0.62102
3.675,0.409321
3.725,0.588124
3.775,0.794319
3.825,0.701717
3.875,0.85904
3.925,1.025257
3.975,0.916324
4.025,0.779957
4.075,0.459731
4.125,0.55695
4.175,0.724919
4.225,0.796346
4.275,0.504147
4.325,0.605143
4.375,0.508871
4.425,0.470547
4.475,0.368073
4.525,0.359984
4.575,0.327004
4.625,0.307666
4.675,0.457702
4.725,0.613144
4.775,0.842828
4.825,0.474917
4.875,0.465225
4.925,0.434121
4.975,0.180811
5.025,0.271059
5.075,0.265745
5.125,0.190427
5.175,0.235914
5.225,0.241063
5.275,0.3122
5.325,0.287797
5.375,0.34625
5.425,0.357787
5.475,0.342499
5.525,0.336328
5.575,0.364202
5.625,0.399356
5.675,0.433219
5.725,0.48994
5.775,0.473599
5.825,0.426712
5.875,0.465241
5.925,0.47242
5.975,0.553031
6.025,0.551142
6.075,0.592038
6.125,0.645565
6.175,0.676576
6.225,0.821998
6.275,0.849064
6.325,0.809372
6.375,0.570015
6.425,0.618571
6.475,0.458361
6.525,0.636855
6.575,0.554133
6.625,0.611777
6.675,0.502205
6.725,0.523869
6.775,0.361315
6.825,0.339087
6.875,0.406576
6.925,0.406216
6.975,0.367947
7.025,0.421405
7.075,0.362878
7.125,0.497813
7.175,0.710781
7.225,0.948084
7.275,0.994784
7.325,0.613281
7.375,0.488835
7.425,0.553898
7.475,0.452287
7.525,0.497434
7.575,0.445012
7.625,0.69275
7.675,0.527339
7.725,0.472011
7.775,0.378864
7.825,0.391235
7.875,0.369303
7.925,0.301786
7.975,0.422186
