r_A,g_r
0.025,0.0
0.075,0.0
0.125,0.0
0.175,0.0
0.225,0.0
0.275,0.0
0.325,0.0
0.375,0.0
0.425,0.0
0.475,0.0
0.525,0.0
0.575,0.0
0.625,0.0
0.675,0.0
0.725,0.0
0.775,0.0
0.825,0.0
0.875,0.0
0.925,0.0
0.975,0.0
1.025,0.0
1.075,0.0
1.125,0.0
1.175,0.0
1.225,0.0
1.275,0.0
1.325,0.0
1.375,0.0
1.425,0.0
1.475,0.0
1.525,0.0
1.575,0.0
1.625,0.0
1.675,0.0
1.725,0.0
1.775,0.0
1.825,0.0
1.875,0.0
1.925,0.0
1.975,0.0
2.025,0.0
2.075,0.0
2.125,0.0
2.175,0.0
2.225,0.0
2.275,0.121643
2.325,1.222908
2.375,6.25046
2.425,10.438377
2.475,8.941725
2.525,7.406134
2.575,3.370757
2.625,1.918734
2.675,0.307946
2.725,0.29675
2.775,0.0
2.825,0.039445
2.875,0.038085
2.925,0.110381
2.975,0.14227
3.025,0.172007
3.075,0.133167
3.125,0.161175
3.175,0.093683
3.225,0.211869
3.275,0.293499
3.325,0.056948
3.375,0.055273
3.425,0.241519
3.475,0.156412
3.525,0.354682
3.575,0.517246
3.625,0.742636
3.675,0.442863
3.725,0.635238
3.775,0.684792
3.825,1.011267
3.875,0.31447
3.925,0.613018
3.975,0.936386
4.025,1.224166
4.075,1.004737
4.125,1.239535
4.175,1.119723
4.225,1.128649
4.275,1.257427
4.325,0.774137
4.375,1.397962
4.425,1.382625
4.475,1.351902
4.525,1.337565
4.575,1.45889
4.625,1.01545
4.675,0.504125
4.725,0.606315
4.775,0.593683
4.825,0.378614
4.875,0.556331
4.925,0.622963
4.975,0.686817
5.025,0.673217
5.075,0.562237
5.125,0.958818
5.175,0.905115
5.225,0.784098
5.275,0.984257
5.325,0.877045
5.375,1.253069
5.425,1.422612
5.475,2.058363
5.525,1.660334
5.575,1.488888
5.625,1.233704
5.675,1.104539
5.725,1.210191
5.775,1.264839
5.825,1.02983
5.875,0.674917
5.925,1.156772
5.975,0.978773
6.025,0.719778
6.075,1.074763
6.125,1.695017
6.175,0.932909
6.225,1.437903
6.275,1.215209
6.325,1.329844
6.375,0.999227
6.425,0.930355
6.475,0.991127
6.525,0.768966
6.575,0.684497
6.625,0.78179
6.675,0.833709
6.725,0.828319
6.775,0.596672
6.825,0.723126
6.875,0.639383
6.925,0.695828
6.975,0.776476
7.025,0.963207
7.075,0.918196
7.125,0.899153
7.175,0.837746
7.225,1.061384
7.275,0.945729
7.325,1.015001
7.375,1.145979
7.425,1.210538
7.475,1.121157
7.525,1.239731
7.575,1.261822
7.625,1.120795
7.675,1.223811
7.725,0.954811
7.775,1.031098
7.825,0.951128
7.875,0.847717
7.925,0.857104
7.975,0.980031
